time,open,high,low,close,Basis,Upper,Lower,Volume,Plot,Plot,Plot,EMA Gatilho 3,EMA 5,EMA 8,EMA 13,EMA Referência 21,Bot Sinal UP (YES),Bot Sinal DOWN (NO)
1779869400,75807.38,75825.74,75768.33,75803.99,75753.40149999967,75872.48229289727,75634.32070710207,4.01078805,56.01203510180052,58.987914658591826,59.8494081500896,62.1806414863502,63.82087895111988,64.63731743278467,64.70870307918884,63.63739256042332,0,0
1779869700,75803.99,75811.5,75774.4,75797.97,75761.05399999968,75870.55110166233,75651.55689833703,2.98362143,54.14020328747642,57.68264073273135,58.95222812188389,59.93164110954078,61.77479954499037,63.09183372166171,63.70497988683777,63.0960514851786,0,0
1779870000,75797.97,75872.16,75784.03,75849.48,75768.44049999969,75880.8318357647,75656.04916423469,8.10365643,65.61205538131105,65.03776977831197,63.934137283896604,62.48470544392637,62.8624562894309,63.52426395647288,63.895378442762656,63.27257133000891,0,0
1779870300,75849.48,75955.41,75849.47,75928.87,75778.43649999969,75909.08012695173,75647.79287304766,6.9202608,76.2809554326217,73.05723835389165,69.98136232618171,67.77097189890901,66.26071697758448,65.64270271145483,65.20421557292394,64.16208651399825,1,0
1779870600,75928.87,75933.82,75868.38,75891.29,75786.31449999969,75924.03506489379,75648.59393510559,9.29139718,65.12297877170785,65.19236615186276,64.47076956898546,66.48166902538588,65.90460003567723,65.54262792043437,65.20252279848663,64.25574829925866,0,0
1779870900,75891.29,75895,75857.03,75883.49,75794.78999999969,75934.51035347728,75655.0696465221,4.4336409,62.895203059753065,63.613046884363875,63.35564407428433,65.04735795487488,65.14074898523944,65.11383213464093,64.9754548107548,64.19732089790459,0,0
1779871200,75883.49,75883.5,75827.72,75854.41,75801.29499999968,75939.38895309094,75663.20104690842,6.14117344,54.74892234011764,57.81148893530729,59.24157153943751,61.42942344509109,62.69766230192872,63.49108920145568,63.9520311142623,63.61679071948665,0,0
1779871500,75854.41,75871.04,75830.99,75857.03,75809.63449999968,75939.81278651499,75679.45621348437,4.95837742,55.356709780821305,58.19317822153608,59.49676405239139,59.81130083331358,61.196167608464506,62.31377565036244,63.12933784387284,63.12373503785478,0,0
1779871800,75857.03,75868.38,75738,75757.97,75814.23449999969,75929.41997076984,75699.04902922953,4.75594828,34.76153258962003,42.16665158308199,47.41017464450722,50.98897620819778,54.852995600003666,57.836636968744564,60.134668378045575,61.21854563287543,0,0
1779872100,75757.97,75765,75717.2,75758.75,75817.24499999968,75922.93370669139,75711.55629330796,2.98069171,34.983740906437546,42.30566421961358,47.50061153682949,46.64732021390569,50.6705518065403,54.385309691159904,57.58766778398386,59.49919277712436,0,0
1779872400,75758.75,75765.06,75615.28,75649.24,75812.98749999968,75936.9622687785,75689.01273122086,11.62244774,22.455589632466143,30.768502715433996,37.69863986812273,38.70791146466984,44.0365354428382,49.13713036322081,53.756358488476735,56.887311862425236,0,1
1779872700,75649.24,75684.76,75618.9,75672.02,75809.21799999969,75944.96479473097,75673.4712052684,20.08141094,28.656059010604423,34.87352445585883,40.45141243164134,36.79071796026433,40.98219844717841,45.96744016158482,51.05881076953132,54.88605846182829,0,0
1779873000,75671.82,75685.93,75622.02,75635.01,75800.04249999968,75955.42207748303,75644.66292251632,9.42753116,24.884543469936574,31.50167455498648,37.54861472666165,34.146196257625405,37.82202381644777,42.75282558234074,48.26493416745348,52.760205379388125,0,1
1779873300,75635.01,75635.98,75583.55,75608.73,75791.79049999968,75968.00762957864,75615.57337042072,3.09159348,22.438082738168447,29.26891105592763,35.59532356516199,31.70755365677652,34.970986229607725,39.75640013202672,45.55121658009265,50.62463316816444,0,0
1779873600,75608.74,75714.34,75608.73,75710.51,75789.26949999967,75968.59569675275,75609.9433032466,9.36500148,46.294727794299696,45.80004326904323,47.0777383331585,38.75379846290987,38.58067190941956,41.09943194025261,45.586763249942734,50.186034086426154,0,0
1779873900,75710.51,75731.57,75673,75694.5,75785.08099999969,75969.09122942729,75601.07077057209,5.7647924,43.82117854547318,44.00259293226731,45.69759947613083,41.378195697588595,40.387978917035475,41.744578827366986,45.36045320456053,49.623903072411714,0,0
1779874200,75694.49,75758.74,75676.94,75724.75,75780.11949999968,75965.01579006683,75595.22320993253,6.28178491,49.74069634319909,48.26510952947379,48.75450233576875,44.82165261353119,43.01368912118158,43.193585650057386,45.77540410811957,49.500376386690085,0,0
1779874500,75724.75,75855.67,75724.74,75838.26,75779.55899999969,75963.67729515741,75595.44070484197,9.24244281,65.60608847310945,60.72862393041974,58.25168852974325,52.775138271975464,48.91866739092763,47.09026082347124,47.91157836844816,50.52112616339278,1,0
1779874800,75838.26,75838.26,75798.5,75806.03,75776.48399999968,75956.6341804514,75596.33381954796,5.82859355,59.395136128878114,56.4389931241285,55.12762821072221,54.60706569805198,51.42544263532792,49.16775689028397,49.129780476402495,51.059114068914205,0,0
1779875100,75806.02,75814,75771.63,75800.33,75776.1314999997,75956.06594434692,75596.19705565248,4.21903083,58.2571817204182,55.66632838564763,54.57022956879561,55.13669704184981,52.83907121876782,50.61188388925367,50.06357303486609,51.47795173407179,0,0
1779875400,75800.34,75822.81,75733.47,75792.78,75775.57099999969,75955.22445231915,75595.91754768023,7.55684133,56.581965401478655,54.56689067315439,53.79435752681011,54.8517938575021,53.41501103689668,51.49077428567605,50.706904126050134,51.75876436489748,0,0
1779875700,75789,75797.97,75763.45,75785.98,75774.97149999968,75954.40185348243,75595.54114651693,4.05924354,54.92245449028872,53.50927812149664,53.06259618718159,54.180535989499376,53.44643339843,51.93933069363619,51.10724326825678,51.91790197913377,0,0
